locatie_id,watersysteemid,locatie_naam,locatie_code,locatie_omschrijving,rw_identificatie,PARAMETER_WAT_OMSCHRIJVING,TIJDSTIP_LAATSTE_METING,geometry
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b03,Nederrijn,"Amerongen, boven",amerongen.boven,"Amerongen, boven",Nederrijn,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.4125, 51.9753)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c42,Grevelingenmeer,Bommenede,bommenede,Grevelingen boei G22,Grevelingenmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.974298, 51.738709)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c3d,Grevelingenmeer,Brouwersdam spuisluis binnen schuif6,brouwersdam.spui.binnen.schuif6,Brouwersdam spuisluis binnen schuif6,Grevelingenmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.827374, 51.748217)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c3b,Grevelingenmeer,Brouwersdam spuisluis buiten schuif2,brouwersdam.spui.buiten.schuif2,Brouwersdam spuisluis buiten schuif2,Grevelingenmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.82584, 51.748584)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ad3,Grevelingenmeer,Bommenede,bommenede,Grevelingen boei G22,Grevelingenmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T00:50:00Z,"c(3.974298, 51.738709)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a7d,Grevelingenmeer,Bommenede,bommenede,Grevelingen boei G22,Grevelingenmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(3.974298, 51.738709)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c4a,Hollandsch Diep,"Willemstad, Volkerak",willemstad.volkerak,voorheen Rak zuid,Hollandsch Diep,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.397417, 51.682434)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c2a,Hollandsch Diep,"Willemstad, Hollandsch Diep",willemstad.hollandschdiep,Volkeraksluizen spuisluis,Hollandsch Diep,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.40689, 51.696401)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bf4,Hollandsch Diep,Moerdijk,moerdijk,Moerdijk,Hollandsch Diep,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.615, 51.712)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bab,Hollandsch Diep,Moerdijk,moerdijk,Moerdijk,Hollandsch Diep,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.615, 51.712)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ba9,Hollandsch Diep,"Willemstad, Hollandsch Diep",willemstad.hollandschdiep,Volkeraksluizen spuisluis,Hollandsch Diep,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.40689, 51.696401)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b71,Hollandsch Diep,"Willemstad, Hollandsch Diep",willemstad.hollandschdiep,Volkeraksluizen spuisluis,Hollandsch Diep,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:18:00Z,"c(4.40689, 51.696401)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b70,Hollandsch Diep,Moerdijk,moerdijk,Moerdijk,Hollandsch Diep,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:40:00Z,"c(4.615, 51.712)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b5e,Hollandsch Diep,"Willemstad, Hollandsch Diep",willemstad.hollandschdiep,Volkeraksluizen spuisluis,Hollandsch Diep,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-09-27T11:20:00Z,"c(4.40689, 51.696401)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ae4,Hollandsch Diep,"Willemstad, Volkerak",willemstad.volkerak,voorheen Rak zuid,Hollandsch Diep,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.397417, 51.682434)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c4d,Hollandsche IJssel,"Krimpen aan de IJssel, Hollandsche IJssel",krimpenaandeijssel.hollandscheijssel,"Krimpen aan de IJssel, Hollandsche IJssel",Hollandsche IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.579, 51.9165)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bf8,Hollandsche IJssel,Gouda Hollandsche IJssel,gouda.hollandscheijssel,Gouda Hollandsche IJssel,Hollandsche IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.71972, 52.00658)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bc0,Hollandsche IJssel,Gouda Hollandsche IJssel,gouda.hollandscheijssel,Gouda Hollandsche IJssel,Hollandsche IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.71972, 52.00658)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bbf,Hollandsche IJssel,"Krimpen aan de IJssel, Hollandsche IJssel",krimpenaandeijssel.hollandscheijssel,"Krimpen aan de IJssel, Hollandsche IJssel",Hollandsche IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.579, 51.9165)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b63,Hollandsche IJssel,Gouda Hollandsche IJssel,gouda.hollandscheijssel,Gouda Hollandsche IJssel,Hollandsche IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T01:49:00Z,"c(4.71972, 52.00658)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b5f,Hollandsche IJssel,"Krimpen aan de IJssel, Hollandsche IJssel",krimpenaandeijssel.hollandscheijssel,"Krimpen aan de IJssel, Hollandsche IJssel",Hollandsche IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T01:26:00Z,"c(4.579, 51.9165)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d00,IJssel,"Kampen, IJssel",kampen.ijssel,voorheen bovenhaven,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.9264, 52.552)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ce9,IJssel,Wijhe,wijhe,Wijhe,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.126917, 52.387)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cd2,IJssel,Olst,olst,Olst,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.10448, 52.34201)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c8e,IJssel,Westervoort Hondsbroeksche Pleij IJssel,westervoort.hondbroekschepleij.ijssel,Westervoort Hondsbroeksche Pleij IJssel,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-02-25T05:50:00Z,"c(5.950237, 51.959934)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c8d,IJssel,"Doesburg, IJssel",doesburg.ijssel,"Doesburg, IJssel",IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.130488, 52.019532)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c7f,IJssel,"Zutphen, IJssel",zutphen.ijssel,noord,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.182, 52.154)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c73,IJssel,"Kampen, Keteldiep",kampen.keteldiep,"Kampen, Keteldiep",IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.8467, 52.5816)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c69,IJssel,Veessen Wapenveld,veessen,Veessen Wapenveld,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.077656, 52.368033)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c4e,IJssel,"Westervoort, 2",westervoort.2,IJsseldijkerwaard,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.962, 51.9705)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c24,IJssel,De Steeg,desteeg,De Steeg,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.062269, 52.017067)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c09,IJssel,Deventer,deventer,Deventer,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.153247, 52.251194)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b8e,IJssel,"Westervoort, Hondsbroeksche Pleij, Geul",westervoort.hondsbroekschepleij.geul,"voorheen, oost",IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.953158, 51.956117)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b85,IJssel,"Kampen, Keteldiep",kampen.keteldiep,"Kampen, Keteldiep",IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.8467, 52.5816)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b4c,IJssel,"Westervoort, 2",westervoort.2,IJsseldijkerwaard,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.962, 51.9705)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b14,IJssel,"De Steeg, haven",desteeg.haven,"De Steeg, haven",IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.044835, 52.01012)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b11,IJssel,Deventer,deventer,Deventer,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.153247, 52.251194)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b0b,IJssel,"Doesburg, IJssel",doesburg.ijssel,"Doesburg, IJssel",IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.130488, 52.019532)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b07,IJssel,"Zutphen, IJssel",zutphen.ijssel,noord,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.182, 52.154)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b06,IJssel,"Westervoort, Hondsbroeksche Pleij, IJssel",westervoort.hondsbroekschepleij.ijssel,"voorheen, west",IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.950239, 51.959933)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b00,IJssel,Olst,olst,Olst,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.10448, 52.34201)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5afe,IJssel,Wijhe,wijhe,Wijhe,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.126917, 52.387)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5af1,IJssel,"Kampen, IJssel",kampen.ijssel,voorheen bovenhaven,IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.9264, 52.552)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a6b,IJssel,"Westervoort, Hondsbroeksche Pleij, IJssel",westervoort.hondsbroekschepleij.ijssel,"voorheen, west",IJssel,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.950239, 51.959933)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d12,IJsselmeer,"Kadoelen, Zwanediep",kadoelen.zwanediep,"Kadoelen, Zwanediep",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.981641, 52.658243)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d04,IJsselmeer,"Krabbersgat, IJsselmeer",krabbersgat.ijsselmeer,"voorheen, noord",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.284, 52.694)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cf7,IJsselmeer,Ramspolkering Ketelmeerzijde,ramspolkering.ketelmeer,0,IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T17:10:00Z,"c(5.84081401, 52.610468)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cdc,IJsselmeer,"Lemmer, IJsselmeer",lemmer.ijsselmeer,"Lemmer, IJsselmeer",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.71, 52.838)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cd7,IJsselmeer,"Den Oever, IJsselmeer binnenhaven",denoever.ijsselmeer.binnenhaven,"Den Oever, IJsselmeer binnenhaven",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.047539, 52.930195)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cc2,IJsselmeer,Rotterdamsehoek IJsselmeer,rotterdamsehoek.ijsselmeer,Rotterdamsehoek IJsselmeer,IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.552, 52.748722)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c90,IJsselmeer,Stavoren gemaal Hoogland buiten,stavoren.gemaalhoogland.buiten,Stavoren gemaal Hoogland buiten,IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T17:00:00Z,"c(5.36396, 52.87793)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c8f,IJsselmeer,"Lelystad, Houtribsluis, noord",lelystad.houtribsluis.noord,"Lelystad, Houtribsluis, noord",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.435, 52.531)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c53,IJsselmeer,"Ramspolbrug, Ramsdiep",ramspolbrug.ramsdiep,"Ramspolbrug, Ramsdiep",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.841944, 52.612666)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c1e,IJsselmeer,Lemmer IJsselmeer Woudagemaal,lemmer.ijsselmeer.woudagemaal,Lemmer IJsselmeer Woudagemaal,IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T17:00:00Z,"c(5.67997, 52.8461)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c19,IJsselmeer,"Ketelhaven, Ketelmeer",ketelhaven.ketelmeer,voorheen Ketelmond,IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.7627, 52.5825)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bd9,IJsselmeer,"Den Oever, IJsselmeer binnenhaven",denoever.ijsselmeer.binnenhaven,"Den Oever, IJsselmeer binnenhaven",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.047539, 52.930195)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bd8,IJsselmeer,"Lelystad, Houtribsluis, noord",lelystad.houtribsluis.noord,"Lelystad, Houtribsluis, noord",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.435, 52.531)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bd6,IJsselmeer,"Kornwerderzand, IJsselmeer binnenhaven",kornwerderzand.ijsselmeer.binnenhaven,"Kornwerderzand, IJsselmeer binnenhaven",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.337321, 53.06835)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bd5,IJsselmeer,"Lemmer, IJsselmeer",lemmer.ijsselmeer,"Lemmer, IJsselmeer",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.71, 52.838)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bd4,IJsselmeer,"Ramspolbrug, Ramsdiep",ramspolbrug.ramsdiep,"Ramspolbrug, Ramsdiep",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.841944, 52.612666)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bd3,IJsselmeer,"Kadoelen, Zwanediep",kadoelen.zwanediep,"Kadoelen, Zwanediep",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.981641, 52.658243)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b9a,IJsselmeer,"Ketelhaven, Ketelmeer",ketelhaven.ketelmeer,voorheen Ketelmond,IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.7627, 52.5825)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b93,IJsselmeer,"Swifterbant, Ketelmeer",swifterbant.ketelmeer,"voorheen Ketelmeer, west",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.6455, 52.6055)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b46,IJsselmeer,"Krabbersgat, IJsselmeer",krabbersgat.ijsselmeer,"voorheen, noord",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.284, 52.694)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ae5,IJsselmeer,"Rotterdamse Hoek, meetpaal FL2",rotterdamsehoek.meetpaalfl2,"Rotterdamse Hoek, meetpaal FL2",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.550114, 52.748229)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a7f,IJsselmeer,"Kornwerderzand, IJsselmeer binnenhaven",kornwerderzand.ijsselmeer.binnenhaven,"Kornwerderzand, IJsselmeer binnenhaven",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.337321, 53.06835)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a58,IJsselmeer,"Swifterbant, Ketelmeer",swifterbant.ketelmeer,"voorheen Ketelmeer, west",IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.6455, 52.6055)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5931,IJsselmeer,Ramspolkering Ketelmeerzijde,ramspolkering.ketelmeer,0,IJsselmeer,Waterhoogte in Oppervlaktewater t.o.v. plaatselijk referentievlak in cm,2025-11-26T23:20:00Z,"c(5.84081401, 52.610468)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c6d,Julianakanaal,Echt,echt.kanaal,JK 29.59,Julianakanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.849302, 51.106626)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c59,Julianakanaal,"Bunde, kanaal",bunde.kanaal,"Bunde, kanaal",Julianakanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.7247, 50.906308)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c01,Julianakanaal,"Maastricht, Borgharen, Julianakanaal",maastricht.borgharen.julianakanaal,"Maastricht, Borgharen, Julianakanaal",Julianakanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.6995, 50.869)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5be9,Julianakanaal,Echt,echt.kanaal,JK 29.59,Julianakanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.849302, 51.106626)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5be8,Julianakanaal,"Bunde, kanaal",bunde.kanaal,"Bunde, kanaal",Julianakanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.7247, 50.906308)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5be6,Julianakanaal,"Maastricht, Borgharen, Julianakanaal",maastricht.borgharen.julianakanaal,"Maastricht, Borgharen, Julianakanaal",Julianakanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.6995, 50.869)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cf5,Nieuwe Maas,Parksluis,parksluis,Parksluis,Nieuwe Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.464452, 51.906535)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c8a,Nieuwe Maas,Rotterdam IJzerwerkerkade,rotterdam.ijzerwerkerkade,Radarpost 23,Nieuwe Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.51838, 51.89947)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c7a,Nieuwe Maas,Vlaardingen,vlaardingen,Vlaardingen,Nieuwe Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.349048, 51.899639)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c3e,Nieuwe Maas,"Rotterdam, Nieuwe Maas, Boerengat",rotterdam.nieuwemaas.boerengat,"Rotterdam, Nieuwe Maas, Boerengat",Nieuwe Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.5003, 51.9184)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bca,Nieuwe Maas,"Rotterdam, Nieuwe Maas, Boerengat",rotterdam.nieuwemaas.boerengat,"Rotterdam, Nieuwe Maas, Boerengat",Nieuwe Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.5003, 51.9184)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bc6,Nieuwe Maas,Vlaardingen,vlaardingen,Vlaardingen,Nieuwe Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.349048, 51.899639)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ba2,Nieuwe Maas,Parksluis,parksluis,Parksluis,Nieuwe Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.464452, 51.906535)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b5c,Nieuwe Maas,"Rotterdam, Nieuwe Maas, Boerengat",rotterdam.nieuwemaas.boerengat,"Rotterdam, Nieuwe Maas, Boerengat",Nieuwe Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T00:51:00Z,"c(4.5003, 51.9184)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b5b,Nieuwe Maas,Parksluis,parksluis,Parksluis,Nieuwe Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T00:25:00Z,"c(4.464452, 51.906535)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b57,Nieuwe Maas,Vlaardingen,vlaardingen,Vlaardingen,Nieuwe Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T00:31:00Z,"c(4.349048, 51.899639)"
